DateTime,BC,PCNT
2015-04-01 10:45,3,3976
2015-04-01 10:46,1.7,3936
2015-04-01 10:47,0.5,4350
2015-04-01 10:48,0.7,3678
2015-04-01 10:49,0.8,4226
2015-04-01 10:50,0.5,4554
2015-04-01 10:51,1.8,4965
2015-04-01 10:52,2.1,4121
2015-04-01 10:53,1.9,3473
2015-04-01 10:54,1.7,3686
2015-04-01 10:55,1.4,4133
2015-04-01 10:56,1.6,7515
2015-04-01 10:57,1.9,8290
2015-04-01 10:58,1.6,7057
2015-04-01 10:59,1.4,7465
2015-04-01 11:00,2.3,7048
2015-04-01 11:01,5.8,6071
2015-04-01 11:02,6.5,5328
2015-04-01 11:03,2.5,4928
2015-04-01 11:04,2.4,5346
2015-04-01 11:05,2.4,5432
2015-04-01 11:06,2.1,5442
2015-04-01 11:07,2.3,25452
2015-04-01 11:08,2.6,17669
2015-04-01 11:09,2.1,12904
2015-04-01 11:10,1.1,8748
2015-04-01 11:11,1.2,7940
2015-04-01 11:12,1.1,7020
2015-04-01 11:13,1.1,6691
2015-04-01 11:14,1.1,7016
2015-04-01 11:15,1.3,6541
2015-04-01 11:16,1.3,6318
2015-04-01 11:17,1.1,7557
2015-04-01 11:18,2.2,10898
2015-04-01 11:19,7.5,11190
2015-04-01 11:20,16.6,12837
2015-04-01 11:21,24.6,12743
2015-04-01 11:22,17.6,10764
2015-04-01 11:23,13.7,9088
2015-04-01 11:24,17.4,11204
2015-04-01 11:25,17.6,10305
2015-04-01 11:26,17.5,9507
2015-04-01 11:27,11.7,6897
2015-04-01 11:28,4.5,6031
2015-04-01 11:29,0.8,6799
2015-04-01 11:30,1,8006
2015-04-01 11:31,1.2,8196
2015-04-01 11:32,1.3,9033
2015-04-01 11:33,1.5,9698
2015-04-01 11:34,1.3,8628
2015-04-01 11:35,1.8,8432
2015-04-01 11:36,1.9,10537
2015-04-01 11:37,2.1,13366
2015-04-01 11:38,2.1,17258
2015-04-01 11:39,2.5,14259
2015-04-01 11:40,2.9,12053
2015-04-01 11:41,2.4,10721
2015-04-01 11:42,2.2,9753
2015-04-01 11:43,2.1,8347
2015-04-01 11:44,2.1,8500
2015-04-01 11:45,2.1,8345
2015-04-01 11:46,1.9,7417
2015-04-01 11:47,1.7,7343
2015-04-01 11:48,1.4,6252
2015-04-01 11:49,1.4,5582
2015-04-01 11:50,1.5,5089
2015-04-01 11:51,1.4,4227
2015-04-01 11:52,1.1,4174
2015-04-01 11:53,1.3,4484
2015-04-01 11:54,1,4629
2015-04-01 11:55,1.2,4913
2015-04-01 11:56,2,5468
2015-04-01 11:57,0.4,4643
2015-04-01 11:58,1.7,4844
2015-04-01 11:59,0.8,4173
2015-04-01 12:00,0.8,3769
2015-04-01 12:01,1,4470
2015-04-01 12:02,1.2,4210
2015-04-01 12:03,1.2,4556
2015-04-01 12:04,1.2,3725
2015-04-01 12:05,1.1,3981
2015-04-01 12:06,1.2,3660
2015-04-01 12:07,1.1,4710
2015-04-01 12:08,0.9,5114
2015-04-01 12:09,1,5348
2015-04-01 12:10,1.1,4831
2015-04-01 12:11,1.2,6490
2015-04-01 12:12,1.6,6771
2015-04-01 12:13,1.7,7080
2015-04-01 12:14,1.2,5080
2015-04-01 12:15,0.6,6005
2015-04-01 12:16,1.4,4770
2015-04-01 12:17,0.7,5104
2015-04-01 12:18,1,5012
2015-04-01 12:19,1.6,4484
2015-04-01 12:20,0.8,4000
2015-04-01 12:21,0.8,3582
2015-04-01 12:22,0.9,4677
2015-04-01 12:23,1.4,4823
2015-04-01 12:24,1.9,4950
2015-04-01 12:25,1.2,4454
2015-04-01 12:26,1.8,4649
2015-04-01 12:27,1.8,5011
2015-04-01 12:28,1.5,4878
2015-04-01 12:29,1.4,4963
2015-04-01 12:30,1.2,3896
2015-04-01 12:31,9999,5792
2015-04-01 13:22,1.8,7243
2015-04-01 13:23,1.6,6733
2015-04-01 13:24,1.8,6914
2015-04-01 13:25,1.2,5347
2015-04-01 13:26,1.1,5309
2015-04-01 13:27,1,5876
2015-04-01 13:28,1.1,5296
2015-04-01 13:29,1,4624
2015-04-01 13:30,1,4748
2015-04-01 13:31,1.1,6634
2015-04-01 13:32,1.3,7497
2015-04-01 13:33,1.8,7748
2015-04-01 13:34,2.1,6891
2015-04-01 13:35,2.1,7731
2015-04-01 13:36,1.9,7222
2015-04-01 13:37,1.9,6551
2015-04-01 13:38,2,6823
2015-04-01 13:39,1.9,6393
2015-04-01 13:40,2.1,6571
2015-04-01 13:41,1.6,6051
2015-04-01 13:42,2,6233
2015-04-01 13:43,2.9,6298
2015-04-01 13:44,3.5,6372
2015-04-01 13:45,3.2,5695
2015-04-01 13:46,2.7,4985
2015-04-01 13:47,2.2,5233
2015-04-01 13:48,3.3,8031
2015-04-01 13:49,6.3,7801
2015-04-01 13:50,5.8,6317
2015-04-01 13:51,4.8,6955
2015-04-01 13:52,4.1,6550
2015-04-01 13:53,6,6578
2015-04-01 13:54,7.9,7667
2015-04-01 13:55,6,9722
2015-04-01 13:56,5.1,13257
2015-04-01 13:57,4.3,17469
2015-04-01 13:58,3.6,17820
2015-04-01 13:59,3.2,16231
2015-04-01 14:00,2.7,15243
2015-04-01 14:01,2.4,13292
2015-04-01 14:02,2.3,13125
2015-04-01 14:03,2,12950
2015-04-01 14:04,1.9,11103
2015-04-01 14:05,1.8,10774
2015-04-01 14:06,1.8,9746
2015-04-01 14:07,1.6,12806
2015-04-01 14:08,1.5,7329
2015-04-01 14:09,1,7719
2015-04-01 14:10,1.9,11089
2015-04-01 14:11,1.9,8497
2015-04-01 14:12,1.6,7448
2015-04-01 14:13,1.3,7396
2015-04-01 14:14,1.4,6851
2015-04-01 14:15,1.2,6163
2015-04-01 14:16,1.2,6407
2015-04-01 14:17,1.1,7029
2015-04-01 14:18,1.1,6225
2015-04-01 14:19,1.2,5624
2015-04-01 14:20,1.2,5728
2015-04-01 14:21,1.1,6144
2015-04-01 14:22,1.6,5947
2015-04-01 14:23,0.4,4860
2015-04-01 14:24,0.9,5331
2015-04-01 14:25,1.1,4856
2015-04-01 14:26,0.8,5467
2015-04-01 14:27,1,6247
2015-04-01 14:28,0.8,5770
2015-04-01 14:29,0.8,5252
2015-04-01 14:30,0.8,5401
2015-04-01 14:31,0.8,5780
2015-04-01 14:32,1,5531
2015-04-01 14:33,0.8,5771
2015-04-01 14:34,1.4,9999
2015-04-01 14:35,1.9,9999
2015-04-09 08:16,2.6,9999
2015-04-09 08:17,3,9999
2015-04-09 08:18,3.3,16224
2015-04-09 08:19,3.7,14961
2015-04-09 08:20,3.5,14170
2015-04-09 08:21,3,12880
2015-04-09 08:22,2.9,11218
2015-04-09 08:23,2.6,10047
2015-04-09 08:24,2.6,9378
2015-04-09 08:25,2.6,8867
2015-04-09 08:26,3,9065
2015-04-09 08:27,3.1,10613
2015-04-09 08:28,2.8,10052
2015-04-09 08:29,3,9308
2015-04-09 08:30,3,7947
2015-04-09 08:31,2.7,8008
2015-04-09 08:32,2.8,7256
2015-04-09 08:33,2.6,7070
2015-04-09 08:34,2.4,6640
2015-04-09 08:35,2.8,6710
2015-04-09 08:36,2.6,6249
2015-04-09 08:37,3.2,7999
2015-04-09 08:38,2.9,8190
2015-04-09 08:39,2.7,8527
2015-04-09 08:40,2.7,8288
2015-04-09 08:41,2.6,7288
2015-04-09 08:42,2.5,7044
2015-04-09 08:43,2.8,7946
2015-04-09 08:44,2.8,9166
2015-04-09 08:45,3.2,9691
2015-04-09 08:46,2.7,9398
2015-04-09 08:47,2.7,9449
2015-04-09 08:48,3.2,9385
2015-04-09 08:49,3,9171
2015-04-09 08:50,2.9,9154
2015-04-09 08:51,3,8656
2015-04-09 08:52,3.2,9139
2015-04-09 08:53,3.2,9780
2015-04-09 08:54,3.1,9208
2015-04-09 08:55,2.9,8477
2015-04-09 08:56,2.8,8240
2015-04-09 08:57,2.8,7928
2015-04-09 08:58,2.9,7178
2015-04-09 08:59,2.8,6745
2015-04-09 09:00,2.8,6598
2015-04-09 09:01,2.8,6469
2015-04-09 09:02,2.7,6163
2015-04-09 09:03,2.7,6477
2015-04-09 09:04,2.8,6277
2015-04-09 09:05,2.8,5963
2015-04-09 09:06,2.8,6166
2015-04-09 09:07,2.9,5873
2015-04-09 09:08,2.7,6579
2015-04-09 09:09,2.4,6323
2015-04-09 09:10,1.4,6475
2015-04-09 09:11,2.5,6423
2015-04-09 09:12,3.2,7520
2015-04-09 09:13,4.6,7580
2015-04-09 09:14,5.5,9654
2015-04-09 09:15,4.6,8248
2015-04-09 09:16,4.2,8333
2015-04-09 09:17,4.1,9351
2015-04-09 09:18,4,9041
2015-04-09 09:19,3.4,8045
2015-04-09 09:20,3.3,7223
2015-04-09 09:21,3,6608
2015-04-09 09:22,3,6414
2015-04-09 09:23,3,6271
2015-04-09 09:24,3.3,6741
2015-04-09 09:25,2.9,5979
2015-04-09 09:26,2.6,5714
2015-04-09 09:27,3,5484
2015-04-09 09:28,2.8,5266
2015-04-09 09:29,2.7,5186
2015-04-09 09:30,2.5,5150
2015-04-09 09:31,2.5,5806
2015-04-09 09:32,2.5,5653
2015-04-09 09:33,2.4,6048
2015-04-09 09:34,3.1,6604
2015-04-09 09:35,2.8,6038
2015-04-09 09:36,2.8,5429
2015-04-09 09:37,3.2,5740
2015-04-09 09:38,3.1,6191
2015-04-09 09:39,3,6101
2015-04-09 09:40,2.9,5538
2015-04-09 09:41,2.5,5127
2015-04-09 09:42,2.7,4962
2015-04-09 09:43,2.6,4683
2015-04-09 09:44,2.5,4187
2015-04-09 09:45,2.6,3899
2015-04-09 09:46,2.3,4275
2015-04-09 09:47,2.4,4392
2015-04-09 09:48,2.1,4130
2015-04-09 09:49,2,4154
2015-04-09 09:50,2.2,4013
2015-04-09 09:51,2.5,4871
2015-04-09 09:52,2.9,5616
2015-04-09 09:53,3.4,4717
2015-04-09 09:54,3.1,4756
2015-04-09 09:55,3,5125
2015-04-09 09:56,2.7,5290
2015-04-09 09:57,2.9,4719
2015-04-09 09:58,2.8,4905
2015-04-09 09:59,2.7,4905
2015-04-09 10:00,2.5,4445
2015-04-09 10:01,3,4736
2015-04-09 10:02,2.4,4831
2015-04-09 10:03,2.5,4644
2015-04-09 10:04,2.3,4481
2015-04-09 10:05,2.1,4435
2015-04-09 10:06,2.1,4049
2015-04-09 10:07,2.1,3905
2015-04-09 10:08,2,4609
2015-04-09 10:09,2.8,5624
2015-04-09 10:10,2.4,5774
2015-04-09 10:11,2.5,5301
2015-04-09 10:12,2.7,5377
2015-04-09 10:13,2.8,5129
2015-04-09 10:14,3.2,4912
2015-04-09 10:15,3.9,4644
2015-04-09 10:16,3.2,4961
2015-04-09 10:17,3.1,5172
2015-04-09 10:18,3.7,5362
2015-04-09 10:19,3.9,4552
2015-04-09 10:20,3.6,5006
2015-04-09 10:21,3.4,4699
2015-04-09 10:22,2.1,6315
2015-04-09 10:23,2.6,8323
2015-04-09 10:24,3.1,9201
2015-04-09 10:25,3.3,9855
2015-04-09 10:26,2.9,7569
2015-04-09 10:27,5,9747
2015-04-09 10:28,6.4,13600
2015-04-09 10:29,5.7,12869
2015-04-09 10:30,7.1,16054
2015-04-09 10:31,5.9,15409
2015-04-09 10:32,2.8,11279
2015-04-09 10:33,3.1,12581
2015-04-09 10:34,3.2,10709
2015-04-09 10:35,3.1,9376
2015-04-09 10:36,3.1,8124
2015-04-09 10:37,3.2,6835
2015-04-09 10:38,2.6,5853
2015-04-09 10:39,2.7,5069
2015-04-09 10:40,2.6,4686
2015-04-09 10:41,3.3,5630
2015-04-09 10:42,2.7,6048
2015-04-09 10:43,2.8,6243
2015-04-09 10:44,3.3,6171
2015-04-09 10:45,3.4,7532
2015-04-09 10:46,3.4,7092
2015-04-09 10:47,2.8,7662
2015-04-09 10:48,2.7,7778
2015-04-09 10:49,1.9,8128
2015-04-09 10:50,2.8,6968
2015-04-09 10:51,2.7,6006
2015-04-09 10:52,2.9,6322
2015-04-09 10:53,3.1,6316
2015-04-09 10:54,3,6768
2015-04-09 10:55,3.2,6862
2015-04-09 10:56,3.3,7290
2015-04-09 10:57,2.9,7024
2015-04-09 10:58,3,7389
2015-04-09 10:59,2,7491
2015-04-09 11:00,2.2,7439
2015-04-09 11:01,2.8,6744
2015-04-09 11:02,2.7,6830
2015-04-09 11:03,2.6,6104
2015-04-09 11:04,2.7,6220
2015-04-09 11:05,2.7,6637
2015-04-09 11:06,2.6,6907
2015-04-09 11:07,3.4,7105
2015-04-09 11:08,3.1,7583
2015-04-09 11:09,3.4,7665
2015-04-09 11:10,2.5,6915
2015-04-09 11:11,2.6,6373
2015-04-09 11:12,2.6,6097
2015-04-09 11:13,2.5,5503
2015-04-09 11:14,2.6,4869
2015-04-09 11:15,2.9,4643
2015-04-09 11:16,2.6,4493
2015-04-09 11:17,3.1,4935
2015-04-09 11:18,2.8,5665
2015-04-09 11:19,3,6520
2015-04-09 11:20,3.2,6849
2015-04-09 11:21,3,6653
2015-04-09 11:22,3.2,6383
2015-04-09 11:23,3.2,5815
2015-04-09 11:24,2.9,5599
2015-04-09 11:25,3.4,6228
2015-04-09 11:26,3.3,6507
2015-04-09 11:27,3.2,6066
2015-04-09 11:28,3.5,6613
2015-04-09 11:29,3.3,6243
2015-04-09 11:30,2.5,6388
2015-04-09 11:31,3.3,6539
2015-04-09 11:32,3.1,6506
2015-04-09 11:33,3.2,8880
2015-04-09 11:34,3.1,9095
2015-04-09 11:35,3.9,8784
2015-04-09 11:36,3.7,8898
2015-04-09 11:37,3.6,7495
2015-04-09 11:38,3.6,6663
2015-04-09 11:39,3.5,6278
2015-04-09 11:40,3.3,5877
2015-04-09 11:41,3.2,6140
2015-04-09 11:42,3.3,6151
2015-04-09 11:43,5,8379
2015-04-09 11:44,5.7,7674
2015-04-09 11:45,7.1,7966
2015-04-09 11:46,12.6,11140
2015-04-09 11:47,16.9,13239
2015-04-09 11:48,13.7,12243
2015-04-09 11:49,11.8,12119
2015-04-09 11:50,13.1,13621
2015-04-09 11:51,15.3,14630
2015-04-09 11:52,16.2,13769
2015-04-09 11:53,18.6,12927
2015-04-09 11:54,20.7,14123
2015-04-09 11:55,21.5,15119
2015-04-09 11:56,17.8,14357
2015-04-09 11:57,14.9,12461
2015-04-09 11:58,13.5,11118
2015-04-09 11:59,10.7,10632
2015-04-09 12:00,8.7,11107
2015-04-09 12:01,9.7,11222
2015-04-09 12:02,13.2,12263
2015-04-09 12:03,15.1,12362
2015-04-09 12:04,12.4,12946
2015-04-09 12:05,10.7,12399
2015-04-09 12:06,8.6,13781
2015-04-09 12:07,6.2,16792
2015-04-09 12:08,5.8,14403
2015-04-09 12:09,6.8,12403
2015-04-09 12:10,6.5,11819
2015-04-09 12:11,6.4,11847
2015-04-09 12:12,6.9,11329
2015-04-09 12:13,7.4,12099
2015-04-09 12:14,7.4,13264
2015-04-09 12:15,7.7,13661
2015-04-09 12:16,9.7,12543
2015-04-09 12:17,8.7,11256
2015-04-09 12:18,7.4,11215
2015-04-09 12:19,6.4,11129
2015-04-09 12:20,7,10914
2015-04-09 12:21,6.7,10077
2015-04-09 12:22,8.1,9437
2015-04-09 12:23,11.3,10733
2015-04-09 12:24,17.7,12010
2015-04-09 12:25,19.7,11896
2015-04-09 12:26,19.6,10962
2015-04-09 12:27,19.1,12061
2015-04-09 12:28,18,12761
2015-04-09 12:29,19.3,13684
2015-04-09 12:30,17.9,14087
2015-04-09 12:31,19.8,13992
2015-04-22 09:39,1.2,9999
2015-04-22 09:40,1.3,9095
2015-04-22 09:41,3.6,8694
2015-04-22 09:42,1.1,8384
2015-04-22 09:43,1.3,7468
2015-04-22 09:44,6.6,7653
2015-04-22 09:45,22.1,8773
2015-04-22 09:46,2.2,12473
2015-04-22 09:47,2.3,10753
2015-04-22 09:48,2.2,9358
2015-04-22 09:49,2,9055
2015-04-22 09:50,2,9431
2015-04-22 09:51,1.9,9733
2015-04-22 09:52,1,10119
2015-04-22 09:53,1.3,7851
2015-04-22 09:54,3.4,8965
2015-04-22 09:55,3.2,8434
2015-04-22 09:56,4,8074
2015-04-22 09:57,6.8,9533
2015-04-22 09:58,19,11959
2015-04-22 09:59,40,18192
2015-04-22 10:00,54.8,21266
2015-04-22 10:01,37.5,18849
2015-04-22 10:02,45,19392
2015-04-22 10:03,54,26921
2015-04-22 10:04,54.3,25307
2015-04-22 10:05,67.2,24932
2015-04-22 10:06,72.2,29606
2015-04-22 10:07,74.8,32561
2015-04-22 10:08,76.1,35371
2015-04-22 10:09,72.4,32561
2015-04-22 10:10,72.8,31167
2015-04-22 10:11,72.9,30010
2015-04-22 10:12,55.2,26653
2015-04-22 10:13,53.4,25456
2015-04-22 10:14,59,26818
2015-04-22 10:15,56.5,25255
2015-04-22 10:16,51.3,22706
2015-04-22 10:17,64.5,25117
2015-04-22 10:18,56.8,25306
2015-04-22 10:19,32.8,19961
2015-04-22 10:20,28.7,20559
2015-04-22 10:21,41.6,25392
2015-04-22 10:22,30.2,16643
2015-04-22 10:23,37.8,15535
2015-04-22 10:24,44.1,16350
2015-04-22 10:25,40.9,15429
2015-04-22 10:26,44.8,14497
2015-04-22 10:27,19.7,9564
2015-04-22 10:28,10.6,6971
2015-04-22 10:29,10.4,6657
2015-04-22 10:30,5.9,5218
2015-04-22 10:31,3.6,4577
2015-04-22 10:32,3.6,5297
2015-04-22 10:33,2.1,5682
2015-04-22 10:34,7.1,5973
2015-04-22 10:35,18.4,8319
2015-04-22 10:36,22.2,9605
2015-04-22 10:37,21.3,9037
2015-04-22 10:38,15.6,7909
2015-04-22 10:39,19.3,8535
2015-04-22 10:40,18.9,10317
2015-04-22 10:41,20.2,10288
2015-04-22 10:42,9.8,7463
2015-04-22 10:43,4.6,5108
2015-04-22 10:44,3.6,4859
2015-04-22 10:45,3,3986
2015-04-22 10:46,2.6,3439
2015-04-22 10:47,2,4794
2015-04-22 10:48,2.5,4569
2015-04-22 10:49,1.4,4328
2015-04-22 10:50,2.1,3922
2015-04-22 10:51,1.1,3653
2015-04-22 10:52,0.9,3481
2015-04-22 10:53,0.9,3496
2015-04-22 10:54,1,3158
2015-04-22 10:55,0.9,3199
2015-04-22 10:56,1.9,3691
2015-04-22 10:57,2,3647
2015-04-22 10:58,2.7,3243
2015-04-22 10:59,2,3248
2015-04-22 11:00,2,3335
2015-04-22 11:01,2.9,3797
2015-04-22 11:02,3.7,3941
2015-04-22 11:03,8.9,4385
2015-04-22 11:04,21.2,6062
2015-04-22 11:05,16.1,7222
2015-04-22 11:06,18,7409
2015-04-22 11:07,14.6,6928
2015-04-22 11:08,18.2,6216
2015-04-22 11:09,22.9,7417
2015-04-22 11:10,22.1,8011
2015-04-22 11:11,10.9,6229
2015-04-22 11:12,5.7,5446
2015-04-22 11:13,4.8,4993
2015-04-22 11:14,4,4623
2015-04-22 11:15,2.9,4269
2015-04-22 11:16,1.5,3828
2015-04-22 11:17,9.1,4026
2015-04-22 11:18,11.2,4818
2015-04-22 11:19,3.6,4741
2015-04-22 11:20,11.3,4993
2015-04-22 11:21,42.8,9870
2015-04-22 11:22,45.2,11618
2015-04-22 11:23,54.3,13519
2015-04-22 11:24,51.7,14601
2015-04-22 11:25,48.1,14016
2015-04-22 11:26,42.8,16091
2015-04-22 11:27,37.3,18632
2015-04-22 11:28,29.1,17121
2015-04-22 11:29,34.9,18568
2015-04-22 11:30,41.9,18725
2015-04-22 11:31,45,18428
2015-04-22 11:32,52,18621
2015-04-22 11:33,50.8,17910
2015-04-22 11:34,47.8,17918
2015-04-22 11:35,50.2,19743
2015-04-22 11:36,58.1,22315
2015-04-22 11:37,67.1,21706
2015-04-22 11:38,70,23066
2015-04-22 11:39,64.7,23273
2015-04-22 11:40,69.7,25192
2015-04-22 11:41,76.3,28381
2015-04-22 11:42,73.2,28442
2015-04-22 11:43,66.5,26858
2015-04-22 11:44,81.3,24574
2015-04-22 11:45,72.2,22357
2015-04-22 11:46,68.2,22451
2015-04-22 11:47,65.3,22176
2015-04-22 11:48,57.4,19858
2015-04-22 11:49,34.2,14367
2015-04-22 11:50,26.8,12933
2015-04-22 11:51,19.1,10267
2015-04-22 11:52,5.8,7229
2015-04-22 11:53,5.4,7537
2015-04-22 11:54,3.8,6952
2015-04-22 11:55,3.3,5885
2015-04-22 11:56,3.2,5803
2015-04-22 11:57,2.8,6214
2015-04-22 11:58,3.2,6056
2015-04-22 11:59,2.5,5105
2015-04-22 12:00,2.4,4417
2015-04-22 12:01,2.2,4728
2015-04-22 12:02,2.8,4248
2015-04-22 12:03,1.5,4865
2015-04-22 12:04,0.9,5262
2015-04-22 12:05,2.7,5677
2015-04-22 12:06,1.5,18293
2015-04-22 12:07,1.7,22498
2015-04-22 12:08,1.3,8653
2015-04-22 12:09,2.2,5812
2015-04-22 12:10,2.8,6033
2015-04-22 12:11,3.1,4804
2015-04-22 12:12,2.8,4991
2015-04-22 12:13,2.7,5823
2015-04-22 12:14,2.4,5419
2015-04-22 12:15,2.4,5464
2015-04-22 12:16,2.3,4656
2015-04-22 12:17,2.9,4880
2015-04-22 12:18,4.1,6545
2015-04-22 12:19,3.1,6740
2015-04-22 12:20,57.2,8183
2015-04-22 12:21,1.6,6386
2015-04-22 12:22,2.1,5359
2015-04-22 12:23,2.4,4621
2015-04-22 12:24,15.9,4724
2015-04-22 12:25,4.2,5129
2015-04-22 12:26,4.2,5130
2015-04-22 12:27,3,4686
2015-04-22 12:28,2.4,4553
2015-04-22 12:29,2.3,4926
2015-04-22 12:30,2.6,4577
2015-04-22 12:31,2.3,4549
2015-04-22 12:32,3.4,5463
2015-04-22 12:33,9.3,6942
2015-04-22 12:34,4.7,5341
2015-04-22 12:35,5.8,6041
2015-04-22 12:36,7.7,7882
2015-04-22 12:37,8.2,6445
2015-04-22 12:38,9.7,6567
2015-04-22 12:39,9.6,8320
2015-04-22 12:40,9,8095
2015-04-22 12:41,9.4,7805
2015-04-22 12:42,10.7,8443
2015-04-22 12:43,9,8484
2015-04-22 12:44,7.1,7947
2015-04-22 12:45,2.9,5491
2015-04-22 12:46,5.6,7317
2015-04-22 12:47,4.1,6979
2015-04-22 12:48,6,12042
2015-04-22 12:49,7.2,12919
2015-04-22 12:50,6.7,11707
2015-04-22 12:51,7.2,10895
2015-04-22 12:52,4,6795
2015-04-22 12:53,1.8,4695
2015-04-22 12:54,1.5,4340
2015-04-22 12:55,4.8,6130
2015-04-22 12:56,1.4,4746
2015-04-22 12:57,0.5,4171
2015-04-22 12:58,1.2,3378
2015-04-22 12:59,2.6,3513
2015-04-22 13:00,3.7,3341
2015-04-22 13:01,2.6,3210
2015-04-22 13:02,3,3409
2015-04-22 13:03,3,3458
2015-04-22 13:04,3,3088
2015-04-22 13:05,2.1,3236
2015-04-22 13:06,1.5,2931
2015-04-22 13:07,2.3,3332
2015-04-22 13:08,3.1,5058
2015-04-22 13:09,3.1,4205
2015-04-22 13:10,2.7,4098
2015-04-22 13:11,2.7,3874
2015-04-22 13:12,3.3,4763
2015-04-22 13:13,3.6,5474
2015-04-22 13:14,3.2,5115
2015-04-22 13:15,2.9,5066
2015-04-22 13:16,3.2,6088
2015-04-22 13:17,2.8,5538
2015-04-22 13:18,2.8,4283
2015-04-22 13:19,2.5,4221
2015-04-22 13:20,3,5082
2015-04-22 13:21,4.4,7304
2015-04-22 13:22,4.2,7292
2015-04-22 13:23,4.9,11321
2015-04-22 13:24,3.9,11212
2015-04-22 13:25,3.5,8688
2015-04-22 13:26,4,7893
2015-04-22 13:27,7.1,7390
2015-04-22 13:28,11.7,8529
2015-04-22 13:29,29.9,12264
2015-04-22 13:30,47.6,17721
2015-04-22 13:31,49.8,18152
2015-04-22 13:32,42,16327
2015-04-22 13:33,48.6,20756
2015-04-22 13:34,62.2,25686
2015-04-22 13:35,67.2,27904
2015-04-22 13:36,67.4,28688
2015-04-22 13:37,84.2,36786
