SiteCode,DateTime,PM25Raw
carriage,2015-02-17 11:34:00,172
carriage,2015-02-17 11:35:00,172
carriage,2015-02-17 11:36:00,154
carriage,2015-02-17 11:37:00,147
carriage,2015-02-17 11:38:00,157
carriage,2015-02-17 11:39:00,127
carriage,2015-02-17 11:40:00,122
carriage,2015-02-17 11:41:00,128
carriage,2015-02-17 11:42:00,152
carriage,2015-02-17 11:43:00,129
carriage,2015-02-17 11:44:00,155
carriage,2015-02-17 11:45:00,106
carriage,2015-02-17 11:46:00,72
carriage,2015-02-17 11:47:00,41
carriage,2015-02-17 11:48:00,25
carriage,2015-02-17 11:49:00,25
carriage,2015-02-17 11:50:00,16
carriage,2015-02-17 11:51:00,13
carriage,2015-02-17 11:52:00,11
carriage,2015-02-17 11:53:00,12
carriage,2015-02-17 11:54:00,11
carriage,2015-02-17 11:55:00,20
carriage,2015-02-17 11:56:00,9
carriage,2015-02-17 11:57:00,11
carriage,2015-02-17 11:58:00,10
carriage,2015-02-17 11:59:00,7
carriage,2015-02-17 12:00:00,8
carriage,2015-02-17 12:01:00,26
carriage,2015-02-17 12:02:00,36
carriage,2015-02-17 12:03:00,37
carriage,2015-02-17 12:04:00,43
carriage,2015-02-17 12:05:00,43
carriage,2015-02-17 12:06:00,46
carriage,2015-02-17 12:07:00,33
carriage,2015-02-17 12:08:00,8
carriage,2015-02-17 12:09:00,7
carriage,2015-02-17 12:10:00,10
carriage,2015-02-17 12:11:00,9
carriage,2015-02-17 12:12:00,7
carriage,2015-02-17 12:13:00,11
carriage,2015-02-17 12:14:00,10
carriage,2015-02-17 12:15:00,13
carriage,2015-02-17 12:16:00,10
carriage,2015-02-17 12:17:00,13
carriage,2015-02-17 12:18:00,12
carriage,2015-02-17 12:19:00,18
carriage,2015-02-17 12:20:00,14
carriage,2015-02-17 12:21:00,11
carriage,2015-02-17 12:22:00,12
carriage,2015-02-17 12:23:00,10
carriage,2015-02-17 12:24:00,13
carriage,2015-02-17 12:25:00,9
carriage,2015-02-17 12:26:00,24
carriage,2015-02-17 12:27:00,43
carriage,2015-02-17 12:28:00,48
carriage,2015-02-17 12:29:00,79
carriage,2015-02-17 12:30:00,80
carriage,2015-02-17 12:31:00,108
carriage,2015-02-17 12:32:00,112
carriage,2015-02-17 12:33:00,160
carriage,2015-02-17 12:34:00,126
carriage,2015-02-17 12:35:00,154
carriage,2015-02-17 12:36:00,147
carriage,2015-02-17 12:37:00,127
carriage,2015-02-17 12:38:00,142
carriage,2015-02-17 12:39:00,155
carriage,2015-02-17 12:40:00,149
carriage,2015-02-17 12:41:00,139
carriage,2015-02-17 12:42:00,154
carriage,2015-02-17 12:43:00,171
carriage,2015-02-17 12:44:00,167
carriage,2015-02-17 12:45:00,179
carriage,2015-02-17 12:46:00,162
carriage,2015-02-17 12:47:00,167
carriage,2015-02-17 12:48:00,171
carriage,2015-02-17 12:49:00,171
carriage,2015-02-17 12:50:00,135
carriage,2015-02-17 12:51:00,117
carriage,2015-02-17 12:52:00,105
carriage,2015-02-17 12:53:00,92
carriage,2015-02-17 12:54:00,56
carriage,2015-02-17 12:55:00,46
carriage,2015-02-17 12:56:00,25
carriage,2015-02-17 12:57:00,20
carriage,2015-02-17 12:58:00,15
carriage,2015-02-17 12:59:00,13
carriage,2015-02-17 13:00:00,12
carriage,2015-02-17 13:01:00,11
carriage,2015-02-17 13:02:00,10
carriage,2015-02-17 13:03:00,10
carriage,2015-02-17 13:04:00,11
carriage,2015-02-17 13:05:00,9
carriage,2015-02-17 13:06:00,11
carriage,2015-02-17 13:07:00,10
carriage,2015-02-17 13:08:00,10
carriage,2015-02-17 13:09:00,14
carriage,2015-02-17 13:10:00,17
carriage,2015-02-17 13:11:00,16
carriage,2015-02-17 13:12:00,12
carriage,2015-02-17 13:13:00,13
carriage,2015-02-17 13:14:00,12
carriage,2015-02-17 13:15:00,40
carriage,2015-02-17 13:16:00,53
carriage,2015-02-17 13:17:00,72
carriage,2015-02-17 13:18:00,82
carriage,2015-02-17 13:19:00,88
carriage,2015-02-17 13:20:00,121
carriage,2015-02-17 13:21:00,121
carriage,2015-02-17 13:22:00,141
carriage,2015-02-17 13:23:00,137
carriage,2015-02-17 13:24:00,162
carriage,2015-02-17 13:25:00,186
carriage,2015-02-17 13:26:00,157
carriage,2015-02-17 13:27:00,174
carriage,2015-02-17 13:28:00,167
carriage,2015-02-17 13:29:00,167
carriage,2015-02-17 13:30:00,169
carriage,2015-02-17 13:31:00,168
carriage,2015-02-17 13:32:00,157
carriage,2015-02-17 13:33:00,176
carriage,2015-02-17 13:34:00,152
carriage,2015-02-17 13:35:00,130
carriage,2015-02-17 13:36:00,143
carriage,2015-02-17 13:37:00,136
carriage,2015-02-17 13:38:00,129
carriage,2015-02-17 13:39:00,131
carriage,2015-02-17 13:40:00,100
carriage,2015-02-17 13:41:00,56
carriage,2015-02-17 13:42:00,26
carriage,2015-02-17 13:43:00,19
carriage,2015-02-17 13:44:00,17
carriage,2015-02-17 13:45:00,12
carriage,2015-02-17 13:46:00,11
carriage,2015-02-17 13:47:00,11
carriage,2015-02-17 13:48:00,9
carriage,2015-02-17 13:49:00,10
carriage,2015-02-17 13:50:00,20
carriage,2015-02-17 13:51:00,14
carriage,2015-02-17 13:52:00,13
carriage,2015-02-17 13:53:00,16
carriage,2015-03-03 10:08:00,1
carriage,2015-03-03 10:09:00,0
carriage,2015-03-03 10:10:00,1
carriage,2015-03-03 10:11:00,1
carriage,2015-03-03 10:12:00,2
carriage,2015-03-03 10:13:00,2
carriage,2015-03-03 10:14:00,2
carriage,2015-03-03 10:15:00,2
carriage,2015-03-03 10:16:00,5
carriage,2015-03-03 10:17:00,14
carriage,2015-03-03 10:18:00,5
carriage,2015-03-03 10:19:00,4
carriage,2015-03-03 10:20:00,3
carriage,2015-03-03 10:21:00,4
carriage,2015-03-03 10:22:00,4
carriage,2015-03-03 10:23:00,4
carriage,2015-03-03 10:24:00,8
carriage,2015-03-03 10:25:00,4
carriage,2015-03-03 10:26:00,3
carriage,2015-03-03 10:27:00,2
carriage,2015-03-03 10:28:00,8
carriage,2015-03-03 10:29:00,15
carriage,2015-03-03 10:30:00,9
carriage,2015-03-03 10:31:00,7
carriage,2015-03-03 10:32:00,6
carriage,2015-03-03 10:33:00,7
carriage,2015-03-03 10:34:00,7
carriage,2015-03-03 10:35:00,4
carriage,2015-03-03 10:36:00,6
carriage,2015-03-03 10:37:00,6
carriage,2015-03-03 10:38:00,5
carriage,2015-03-03 10:39:00,5
carriage,2015-03-03 10:40:00,6
carriage,2015-03-03 10:41:00,7
carriage,2015-03-03 10:42:00,5
carriage,2015-03-03 10:43:00,5
carriage,2015-03-03 10:44:00,4
carriage,2015-03-03 10:45:00,4
carriage,2015-03-03 10:46:00,5
carriage,2015-03-03 10:47:00,7
carriage,2015-03-03 10:48:00,3
carriage,2015-03-03 10:49:00,6
carriage,2015-03-03 10:50:00,3
carriage,2015-03-03 10:51:00,4
carriage,2015-03-03 10:52:00,5
carriage,2015-03-03 10:53:00,6
carriage,2015-03-03 10:54:00,52
carriage,2015-03-03 10:55:00,90
carriage,2015-03-03 10:56:00,104
carriage,2015-03-03 10:57:00,94
carriage,2015-03-03 10:58:00,78
carriage,2015-03-03 10:59:00,53
carriage,2015-03-03 11:00:00,36
carriage,2015-03-03 11:01:00,49
carriage,2015-03-03 11:02:00,58
carriage,2015-03-03 11:03:00,54
carriage,2015-03-03 11:04:00,53
carriage,2015-03-03 11:05:00,77
carriage,2015-03-03 11:06:00,77
carriage,2015-03-03 11:07:00,64
carriage,2015-03-03 11:08:00,55
carriage,2015-03-03 11:09:00,47
carriage,2015-03-03 11:10:00,48
carriage,2015-03-03 11:11:00,52
carriage,2015-03-03 11:12:00,53
carriage,2015-03-03 11:13:00,54
carriage,2015-03-03 11:14:00,72
carriage,2015-03-03 11:15:00,80
carriage,2015-03-03 11:16:00,92
carriage,2015-03-03 11:17:00,83
carriage,2015-03-03 11:18:00,69
carriage,2015-03-03 11:19:00,65
carriage,2015-03-03 11:20:00,65
carriage,2015-03-03 11:21:00,52
carriage,2015-03-03 11:22:00,26
carriage,2015-03-03 11:23:00,31
carriage,2015-03-03 11:24:00,28
carriage,2015-03-03 11:25:00,18
carriage,2015-03-03 11:26:00,16
carriage,2015-03-03 11:27:00,21
carriage,2015-03-03 11:28:00,14
carriage,2015-03-03 11:29:00,14
carriage,2015-03-03 11:30:00,7
carriage,2015-03-03 11:31:00,5
carriage,2015-03-03 11:32:00,5
carriage,2015-03-03 11:33:00,5
carriage,2015-03-03 11:34:00,4
carriage,2015-03-03 11:35:00,3
carriage,2015-03-03 11:36:00,3
carriage,2015-03-03 11:37:00,3
carriage,2015-03-03 11:38:00,5
carriage,2015-03-03 11:39:00,3
carriage,2015-03-03 11:40:00,4
carriage,2015-03-03 11:41:00,4
carriage,2015-03-03 11:42:00,7
carriage,2015-03-03 11:43:00,6
carriage,2015-03-03 11:44:00,5
carriage,2015-03-03 11:45:00,3
carriage,2015-03-03 11:46:00,4
carriage,2015-03-03 11:47:00,5
carriage,2015-03-03 11:48:00,4
carriage,2015-03-03 11:49:00,4
carriage,2015-03-03 11:50:00,5
carriage,2015-03-03 11:51:00,3
carriage,2015-03-03 11:52:00,4
carriage,2015-03-03 11:53:00,3
carriage,2015-03-03 11:54:00,3
carriage,2015-03-03 11:55:00,4
carriage,2015-03-03 11:56:00,4
carriage,2015-03-03 11:57:00,5
carriage,2015-03-03 11:58:00,5
carriage,2015-03-03 11:59:00,5
carriage,2015-03-03 12:00:00,7
carriage,2015-03-03 12:01:00,5
carriage,2015-03-03 12:02:00,5
carriage,2015-03-03 12:03:00,3
carriage,2015-03-03 12:04:00,3
carriage,2015-03-03 12:05:00,3
carriage,2015-03-03 12:06:00,4
carriage,2015-03-03 12:07:00,3
carriage,2015-03-03 12:08:00,3
carriage,2015-03-03 12:09:00,3
carriage,2015-03-03 12:10:00,4
carriage,2015-03-03 12:11:00,4
carriage,2015-03-03 12:12:00,4
carriage,2015-03-03 12:13:00,3
carriage,2015-03-03 12:14:00,5
carriage,2015-03-03 12:15:00,5
carriage,2015-03-03 12:16:00,4
carriage,2015-03-03 12:17:00,5
carriage,2015-03-03 12:18:00,7
carriage,2015-03-03 12:19:00,7
carriage,2015-03-03 12:20:00,6
carriage,2015-03-03 12:21:00,5
carriage,2015-03-03 12:22:00,6
carriage,2015-03-03 12:23:00,7
carriage,2015-03-03 12:24:00,11
carriage,2015-03-03 12:25:00,10
carriage,2015-03-03 12:26:00,11
carriage,2015-03-03 12:27:00,13
carriage,2015-03-03 12:28:00,13
carriage,2015-03-03 12:29:00,26
carriage,2015-03-03 12:30:00,36
carriage,2015-03-03 12:31:00,66
carriage,2015-03-03 12:32:00,73
carriage,2015-03-03 12:33:00,80
carriage,2015-03-03 12:34:00,75
carriage,2015-03-03 12:35:00,55
carriage,2015-03-03 12:36:00,54
carriage,2015-03-03 12:37:00,41
carriage,2015-03-03 12:38:00,36
carriage,2015-03-03 12:39:00,48
carriage,2015-03-03 12:40:00,48
carriage,2015-03-03 12:41:00,46
carriage,2015-03-03 12:42:00,59
carriage,2015-03-03 12:43:00,55
carriage,2015-03-03 12:44:00,55
carriage,2015-03-03 12:45:00,47
carriage,2015-03-03 12:46:00,65
carriage,2015-03-03 12:47:00,75
carriage,2015-03-03 12:48:00,49
carriage,2015-03-03 12:49:00,59
carriage,2015-03-03 12:50:00,49
carriage,2015-03-03 12:51:00,51
carriage,2015-03-03 12:52:00,92
carriage,2015-03-03 12:53:00,93
carriage,2015-03-03 12:54:00,70
carriage,2015-03-03 12:55:00,67
carriage,2015-03-03 12:56:00,46
carriage,2015-03-03 12:57:00,33
carriage,2015-03-03 12:58:00,36
carriage,2015-03-03 12:59:00,28
carriage,2015-03-03 13:00:00,33
carriage,2015-03-03 13:01:00,19
carriage,2015-03-03 13:02:00,18
carriage,2015-03-03 13:03:00,22
carriage,2015-03-03 13:04:00,17
carriage,2015-03-03 13:05:00,13
carriage,2015-03-03 13:06:00,8
carriage,2015-03-03 13:07:00,9
carriage,2015-03-03 13:08:00,11
carriage,2015-03-03 13:09:00,8
carriage,2015-03-03 13:10:00,11
carriage,2015-03-03 13:11:00,8
carriage,2015-03-03 13:12:00,11
carriage,2015-03-03 13:13:00,12
carriage,2015-03-03 13:14:00,9
carriage,2015-03-03 13:15:00,9
carriage,2015-03-03 13:16:00,11
carriage,2015-03-03 13:17:00,11
carriage,2015-03-03 13:18:00,9
carriage,2015-03-03 13:19:00,11
carriage,2015-03-03 13:20:00,9
carriage,2015-03-03 13:21:00,14
carriage,2015-03-03 13:22:00,10
carriage,2015-03-03 13:23:00,10
carriage,2015-03-03 13:24:00,9
carriage,2015-03-03 13:25:00,11
carriage,2015-03-03 13:26:00,12
carriage,2015-03-03 13:27:00,12
carriage,2015-03-03 13:28:00,10
carriage,2015-03-03 13:29:00,8
carriage,2015-03-17 09:38:00,98
carriage,2015-03-17 09:39:00,98
carriage,2015-03-17 09:40:00,110
carriage,2015-03-17 09:41:00,109
carriage,2015-03-17 09:42:00,109
carriage,2015-03-17 09:43:00,111
carriage,2015-03-17 09:44:00,112
carriage,2015-03-17 09:45:00,103
carriage,2015-03-17 09:46:00,107
carriage,2015-03-17 09:47:00,108
carriage,2015-03-17 09:48:00,102
carriage,2015-03-17 09:49:00,107
carriage,2015-03-17 09:50:00,100
carriage,2015-03-17 09:51:00,94
carriage,2015-03-17 09:52:00,102
carriage,2015-03-17 09:53:00,99
carriage,2015-03-17 09:54:00,111
carriage,2015-03-17 09:55:00,104
carriage,2015-03-17 09:56:00,111
carriage,2015-03-17 09:57:00,112
carriage,2015-03-17 09:58:00,107
carriage,2015-03-17 09:59:00,117
carriage,2015-03-17 10:00:00,114
carriage,2015-03-17 10:01:00,109
carriage,2015-03-17 10:02:00,101
carriage,2015-03-17 10:03:00,107
carriage,2015-03-17 10:04:00,102
carriage,2015-03-17 10:05:00,99
carriage,2015-03-17 10:06:00,101
carriage,2015-03-17 10:07:00,103
carriage,2015-03-17 10:08:00,99
carriage,2015-03-17 10:09:00,96
carriage,2015-03-17 10:10:00,90
carriage,2015-03-17 10:11:00,100
carriage,2015-03-17 10:12:00,113
carriage,2015-03-17 10:13:00,110
carriage,2015-03-17 10:14:00,134
carriage,2015-03-17 10:15:00,95
carriage,2015-03-17 10:16:00,110
carriage,2015-03-17 10:17:00,99
carriage,2015-03-17 10:18:00,115
carriage,2015-03-17 10:19:00,105
carriage,2015-03-17 10:20:00,109
carriage,2015-03-17 10:21:00,111
carriage,2015-03-17 10:22:00,113
carriage,2015-03-17 10:23:00,105
carriage,2015-03-17 10:24:00,102
carriage,2015-03-17 10:25:00,99
carriage,2015-03-17 10:26:00,100
carriage,2015-03-17 10:27:00,99
carriage,2015-03-17 10:28:00,109
carriage,2015-03-17 10:29:00,106
carriage,2015-03-17 10:30:00,110
carriage,2015-03-17 10:31:00,110
carriage,2015-03-17 10:32:00,121
carriage,2015-03-17 10:33:00,107
carriage,2015-03-17 10:34:00,137
carriage,2015-03-17 10:35:00,115
carriage,2015-03-17 10:36:00,114
carriage,2015-03-17 10:37:00,112
carriage,2015-03-17 10:38:00,116
carriage,2015-03-17 10:39:00,109
carriage,2015-03-17 10:40:00,119
carriage,2015-03-17 10:41:00,125
carriage,2015-03-17 10:42:00,129
carriage,2015-03-17 10:43:00,107
carriage,2015-03-17 10:44:00,114
carriage,2015-03-17 10:45:00,113
carriage,2015-03-17 10:46:00,145
carriage,2015-03-17 10:47:00,260
carriage,2015-03-17 10:48:00,203
carriage,2015-03-17 10:49:00,197
carriage,2015-03-17 10:50:00,213
carriage,2015-03-17 10:51:00,206
carriage,2015-03-17 10:52:00,178
carriage,2015-03-17 10:53:00,208
carriage,2015-03-17 10:54:00,202
carriage,2015-03-17 10:55:00,179
carriage,2015-03-17 10:56:00,185
carriage,2015-03-17 10:57:00,183
carriage,2015-03-17 10:58:00,204
carriage,2015-03-17 10:59:00,191
carriage,2015-03-17 11:00:00,195
carriage,2015-03-17 11:01:00,187
carriage,2015-03-17 11:02:00,198
carriage,2015-03-17 11:03:00,175
carriage,2015-03-17 11:04:00,161
carriage,2015-03-17 11:05:00,154
carriage,2015-03-17 11:06:00,153
carriage,2015-03-17 11:07:00,151
carriage,2015-03-17 11:08:00,160
carriage,2015-03-17 11:09:00,189
carriage,2015-03-17 11:10:00,186
carriage,2015-03-17 11:11:00,194
carriage,2015-03-17 11:12:00,177
carriage,2015-03-17 11:13:00,185
carriage,2015-03-17 11:14:00,214
carriage,2015-03-17 11:15:00,226
carriage,2015-03-17 11:16:00,215
carriage,2015-03-17 11:17:00,183
carriage,2015-03-17 11:18:00,202
carriage,2015-03-17 11:19:00,225
carriage,2015-03-17 11:20:00,222
carriage,2015-03-17 11:21:00,199
carriage,2015-03-17 11:22:00,217
carriage,2015-03-17 11:23:00,210
carriage,2015-03-17 11:24:00,202
carriage,2015-03-17 11:25:00,224
carriage,2015-03-17 11:26:00,185
carriage,2015-03-17 11:27:00,154
carriage,2015-03-17 11:28:00,128
carriage,2015-03-17 11:29:00,103
carriage,2015-03-17 11:30:00,109
carriage,2015-03-17 11:31:00,101
carriage,2015-03-17 11:32:00,103
carriage,2015-03-17 11:33:00,118
carriage,2015-03-17 11:34:00,113
carriage,2015-03-17 11:35:00,107
carriage,2015-03-17 11:36:00,101
carriage,2015-03-17 11:37:00,97
carriage,2015-03-17 11:38:00,94
carriage,2015-03-17 11:39:00,91
carriage,2015-03-17 11:40:00,91
carriage,2015-03-17 11:41:00,146
carriage,2015-03-17 11:42:00,96
carriage,2015-03-17 11:43:00,89
carriage,2015-03-17 11:44:00,92
carriage,2015-03-17 11:45:00,95
carriage,2015-03-17 11:46:00,108
carriage,2015-03-17 11:47:00,83
carriage,2015-03-17 11:48:00,102
carriage,2015-03-17 11:49:00,106
carriage,2015-03-17 11:50:00,97
carriage,2015-03-17 11:51:00,118
carriage,2015-03-17 11:52:00,108
carriage,2015-03-17 11:53:00,105
carriage,2015-03-17 11:54:00,106
carriage,2015-03-17 11:55:00,117
carriage,2015-03-17 11:56:00,95
carriage,2015-03-17 11:57:00,99
carriage,2015-03-17 11:58:00,105
carriage,2015-03-17 11:59:00,104
carriage,2015-03-17 12:00:00,96
carriage,2015-03-17 12:01:00,114
carriage,2015-03-17 12:02:00,138
carriage,2015-03-17 12:03:00,166
carriage,2015-03-17 12:04:00,184
carriage,2015-03-17 12:05:00,185
carriage,2015-03-17 12:06:00,201
carriage,2015-03-17 12:07:00,240
carriage,2015-03-17 12:08:00,211
carriage,2015-03-17 12:09:00,223
carriage,2015-03-17 12:10:00,211
carriage,2015-03-17 12:11:00,212
carriage,2015-03-17 12:12:00,203
carriage,2015-03-17 12:13:00,207
carriage,2015-03-17 12:14:00,233
carriage,2015-03-17 12:15:00,212
carriage,2015-03-17 12:16:00,201
carriage,2015-03-17 12:17:00,190
carriage,2015-03-17 12:18:00,186
carriage,2015-03-17 12:19:00,189
carriage,2015-03-17 12:20:00,194
carriage,2015-03-17 12:21:00,171
carriage,2015-03-17 12:22:00,151
carriage,2015-03-17 12:23:00,150
carriage,2015-03-17 12:24:00,161
carriage,2015-03-17 12:25:00,169
carriage,2015-03-17 12:26:00,190
carriage,2015-03-17 12:27:00,195
carriage,2015-03-17 12:28:00,208
carriage,2015-03-17 12:29:00,197
carriage,2015-03-17 12:30:00,192
carriage,2015-03-17 12:31:00,196
carriage,2015-03-17 12:32:00,180
carriage,2015-03-17 12:33:00,191
carriage,2015-03-17 12:34:00,195
carriage,2015-03-17 12:35:00,201
carriage,2015-03-17 12:36:00,187
carriage,2015-03-17 12:37:00,186
carriage,2015-03-17 12:38:00,177
carriage,2015-03-17 12:39:00,189
carriage,2015-03-17 12:40:00,194
carriage,2015-03-17 12:41:00,189
carriage,2015-03-17 12:42:00,170
carriage,2015-03-17 12:43:00,157
carriage,2015-03-17 12:44:00,122
carriage,2015-03-17 12:45:00,128
carriage,2015-03-17 12:46:00,117
carriage,2015-03-17 12:47:00,113
carriage,2015-03-17 12:48:00,116
carriage,2015-03-17 12:49:00,118
carriage,2015-03-17 12:50:00,113
carriage,2015-03-17 12:51:00,121
carriage,2015-04-01 10:15:00,62
carriage,2015-04-01 10:16:00,51
carriage,2015-04-01 10:17:00,46
carriage,2015-04-01 10:18:00,47
carriage,2015-04-01 10:19:00,36
carriage,2015-04-01 10:20:00,50
carriage,2015-04-01 10:21:00,42
carriage,2015-04-01 10:22:00,29
carriage,2015-04-01 10:23:00,21
carriage,2015-04-01 10:24:00,17
carriage,2015-04-01 10:25:00,14
carriage,2015-04-01 10:26:00,10
carriage,2015-04-01 10:27:00,7
carriage,2015-04-01 10:28:00,9
carriage,2015-04-01 10:29:00,10
carriage,2015-04-01 10:30:00,10
carriage,2015-04-01 10:31:00,7
carriage,2015-04-01 10:32:00,6
carriage,2015-04-01 10:33:00,4
carriage,2015-04-01 10:34:00,5
carriage,2015-04-01 10:35:00,6
carriage,2015-04-01 10:36:00,5
carriage,2015-04-01 10:37:00,7
carriage,2015-04-01 10:38:00,8
carriage,2015-04-01 10:39:00,36
carriage,2015-04-01 10:40:00,37
carriage,2015-04-01 10:41:00,22
carriage,2015-04-01 10:42:00,17
carriage,2015-04-01 10:43:00,17
carriage,2015-04-01 10:44:00,13
carriage,2015-04-01 10:45:00,11
carriage,2015-04-01 10:46:00,7
carriage,2015-04-01 10:47:00,6
carriage,2015-04-01 10:48:00,5
carriage,2015-04-01 10:49:00,5
carriage,2015-04-01 10:50:00,7
carriage,2015-04-01 10:51:00,10
carriage,2015-04-01 10:52:00,11
carriage,2015-04-01 10:53:00,8
carriage,2015-04-01 10:54:00,7
carriage,2015-04-01 10:55:00,10
carriage,2015-04-01 10:56:00,7
carriage,2015-04-01 10:57:00,8
carriage,2015-04-01 10:58:00,7
carriage,2015-04-01 10:59:00,6
carriage,2015-04-01 11:00:00,15
carriage,2015-04-01 11:01:00,19
carriage,2015-04-01 11:02:00,19
carriage,2015-04-01 11:03:00,10
carriage,2015-04-01 11:04:00,12
carriage,2015-04-01 11:05:00,13
carriage,2015-04-01 11:06:00,18
carriage,2015-04-01 11:07:00,10
carriage,2015-04-01 11:08:00,8
carriage,2015-04-01 11:09:00,8
carriage,2015-04-01 11:10:00,6
carriage,2015-04-01 11:11:00,11
carriage,2015-04-01 11:12:00,7
carriage,2015-04-01 11:13:00,6
carriage,2015-04-01 11:14:00,7
carriage,2015-04-01 11:15:00,6
carriage,2015-04-01 11:16:00,11
carriage,2015-04-01 11:17:00,8
carriage,2015-04-01 11:18:00,14
carriage,2015-04-01 11:19:00,20
carriage,2015-04-01 11:20:00,50
carriage,2015-04-01 11:21:00,55
carriage,2015-04-01 11:22:00,44
carriage,2015-04-01 11:23:00,34
carriage,2015-04-01 11:24:00,47
carriage,2015-04-01 11:25:00,39
carriage,2015-04-01 11:26:00,34
carriage,2015-04-01 11:27:00,30
carriage,2015-04-01 11:28:00,9
carriage,2015-04-01 11:29:00,7
carriage,2015-04-01 11:30:00,7
carriage,2015-04-01 11:31:00,7
carriage,2015-04-01 11:32:00,8
carriage,2015-04-01 11:33:00,7
carriage,2015-04-01 11:34:00,9
carriage,2015-04-01 11:35:00,9
carriage,2015-04-01 11:36:00,9
carriage,2015-04-01 11:37:00,8
carriage,2015-04-01 11:38:00,9
carriage,2015-04-01 11:39:00,8
carriage,2015-04-01 11:40:00,9
carriage,2015-04-01 11:41:00,9
carriage,2015-04-01 11:42:00,7
carriage,2015-04-01 11:43:00,9
carriage,2015-04-01 11:44:00,8
carriage,2015-04-01 11:45:00,9
carriage,2015-04-01 11:46:00,9
carriage,2015-04-01 11:47:00,8
carriage,2015-04-01 11:48:00,9
carriage,2015-04-01 11:49:00,11
carriage,2015-04-01 11:50:00,9
carriage,2015-04-01 11:51:00,8
carriage,2015-04-01 11:52:00,7
carriage,2015-04-01 11:53:00,7
carriage,2015-04-01 11:54:00,8
carriage,2015-04-01 11:55:00,8
carriage,2015-04-01 11:56:00,8
carriage,2015-04-01 11:57:00,8
carriage,2015-04-01 11:58:00,9
carriage,2015-04-01 11:59:00,8
carriage,2015-04-01 12:00:00,7
carriage,2015-04-01 12:01:00,7
carriage,2015-04-01 12:02:00,9
carriage,2015-04-01 12:03:00,9
carriage,2015-04-01 12:04:00,10
carriage,2015-04-01 12:05:00,7
carriage,2015-04-01 12:06:00,9
carriage,2015-04-01 12:07:00,9
carriage,2015-04-01 12:08:00,8
carriage,2015-04-01 12:09:00,11
carriage,2015-04-01 12:10:00,10
carriage,2015-04-01 12:11:00,8
carriage,2015-04-01 12:12:00,8
carriage,2015-04-01 12:13:00,9
carriage,2015-04-01 12:14:00,7
carriage,2015-04-01 12:15:00,11
carriage,2015-04-01 12:16:00,8
carriage,2015-04-01 12:17:00,6
carriage,2015-04-01 12:18:00,7
carriage,2015-04-01 12:19:00,8
carriage,2015-04-01 12:20:00,9
carriage,2015-04-01 12:21:00,8
carriage,2015-04-01 12:22:00,7
carriage,2015-04-01 12:23:00,8
carriage,2015-04-01 12:24:00,9
carriage,2015-04-01 12:25:00,10
carriage,2015-04-01 12:26:00,16
carriage,2015-04-01 12:27:00,19
carriage,2015-04-01 12:28:00,9
carriage,2015-04-01 12:29:00,8
carriage,2015-04-01 12:30:00,7
carriage,2015-04-01 12:31:00,12
carriage,2015-04-01 13:22:00,8
carriage,2015-04-01 13:23:00,8
carriage,2015-04-01 13:24:00,8
carriage,2015-04-01 13:25:00,8
carriage,2015-04-01 13:26:00,6
carriage,2015-04-01 13:27:00,9
carriage,2015-04-01 13:28:00,6
carriage,2015-04-01 13:29:00,9
carriage,2015-04-01 13:30:00,9
carriage,2015-04-01 13:31:00,6
carriage,2015-04-01 13:32:00,7
carriage,2015-04-01 13:33:00,8
carriage,2015-04-01 13:34:00,9
carriage,2015-04-01 13:35:00,8
carriage,2015-04-01 13:36:00,7
carriage,2015-04-01 13:37:00,9
carriage,2015-04-01 13:38:00,9
carriage,2015-04-01 13:39:00,9
carriage,2015-04-01 13:40:00,9
carriage,2015-04-01 13:41:00,17
carriage,2015-04-01 13:42:00,9
carriage,2015-04-01 13:43:00,10
carriage,2015-04-01 13:44:00,12
carriage,2015-04-01 13:45:00,13
carriage,2015-04-01 13:46:00,15
carriage,2015-04-01 13:47:00,9
carriage,2015-04-01 13:48:00,10
carriage,2015-04-01 13:49:00,13
carriage,2015-04-01 13:50:00,23
carriage,2015-04-01 13:51:00,23
carriage,2015-04-01 13:52:00,19
carriage,2015-04-01 13:53:00,30
carriage,2015-04-01 13:54:00,24
carriage,2015-04-01 13:55:00,24
carriage,2015-04-01 13:56:00,23
carriage,2015-04-01 13:57:00,23
carriage,2015-04-01 13:58:00,16
carriage,2015-04-01 13:59:00,17
carriage,2015-04-01 14:00:00,14
carriage,2015-04-01 14:01:00,11
carriage,2015-04-01 14:02:00,13
carriage,2015-04-01 14:03:00,17
carriage,2015-04-01 14:04:00,11
carriage,2015-04-01 14:05:00,11
carriage,2015-04-01 14:06:00,10
carriage,2015-04-01 14:07:00,11
carriage,2015-04-01 14:08:00,9
carriage,2015-04-01 14:09:00,9
carriage,2015-04-01 14:10:00,8
carriage,2015-04-01 14:11:00,8
carriage,2015-04-01 14:12:00,8
carriage,2015-04-01 14:13:00,12
carriage,2015-04-01 14:14:00,9
carriage,2015-04-01 14:15:00,9
carriage,2015-04-01 14:16:00,8
carriage,2015-04-01 14:17:00,9
carriage,2015-04-01 14:18:00,10
carriage,2015-04-01 14:19:00,10
carriage,2015-04-01 14:20:00,9
carriage,2015-04-01 14:21:00,11
carriage,2015-04-01 14:22:00,9
carriage,2015-04-01 14:23:00,9
