"line","start_x","start_y","end_x","end_y","pm25","start_station","end_station"
"Piccadilly",531525,189643,532072,187483,330.605833333333,"Turnpike Lane","Manor House"
"Victoria",528946,179122,528981,180292,516.175833333333,"Victoria","Green Park"
"Victoria",528946,179122,529668,178345,378.175833333333,"Victoria","Pimlico"
"Victoria",528981,180292,529038,181214,392.8425,"Green Park","Oxford Circus"
"Victoria",529254,182264,529038,181214,278.175833333333,"Warren Street","Oxford Circus"
"Victoria",529588,182727,530237,182944,318.175833333333,"Euston","King's Cross St. Pancras"
"Victoria",530237,182944,531571,184741,306.8425,"King's Cross St. Pancras","Highbury & Islington"
"Victoria",530372,177978,529668,178345,874.175833333333,"Vauxhall","Pimlico"
"Victoria",530372,177978,530469,176471,578.675833333333,"Vauxhall","Stockwell"
"Victoria",530469,176471,531071,175420,685.175833333333,"Stockwell","Brixton"
"Victoria",531342,186757,531571,184741,497.675833333333,"Finsbury Park","Highbury & Islington"
"Victoria",531342,186757,533644,188926,473.175833333333,"Finsbury Park","Seven Sisters"
