segment,start_station,end_station,line_proximity,line,pm1,pm25,pm5,pm10,filter_line,filter_ds,pm25_fraction,pm1_fraction
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.24,0.328,0.364,0.403,7,1,0.8138957816,0.5955334988
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.193,0.246,0.265,0.288,7,1,0.8541666667,0.6701388889
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.185,0.236,0.255,0.277,7,1,0.8519855596,0.6678700361
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.181,0.229,0.245,0.26,7,1,0.8807692308,0.6961538462
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.176,0.222,0.236,0.25,7,1,0.888,0.704
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.174,0.221,0.233,0.247,7,1,0.8947368421,0.7044534413
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.175,0.221,0.235,0.252,7,1,0.876984127,0.6944444444
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.177,0.222,0.238,0.255,7,1,0.8705882353,0.6941176471
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.193,0.244,0.262,0.28,7,1,0.8714285714,0.6892857143
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.276,0.364,0.409,0.463,7,1,0.7861771058,0.596112311
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.268,0.36,0.407,0.472,7,1,0.7627118644,0.5677966102
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.245,0.327,0.366,0.421,7,1,0.7767220903,0.5819477435
OC RP,Oxford Circus,Regent's Park,6,Bakerloo,0.241,0.325,0.363,0.415,7,1,0.7831325301,0.5807228916
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.116,0.144,0.156,0.173,7,1,0.8323699422,0.6705202312
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.122,0.153,0.166,0.187,7,1,0.8181818182,0.6524064171
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.125,0.158,0.172,0.194,7,1,0.8144329897,0.6443298969
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.142,0.181,0.197,0.217,7,1,0.8341013825,0.6543778802
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.174,0.225,0.246,0.28,7,1,0.8035714286,0.6214285714
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.173,0.225,0.244,0.269,7,1,0.8364312268,0.6431226766
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.171,0.223,0.244,0.265,7,1,0.841509434,0.6452830189
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.167,0.217,0.238,0.269,7,1,0.8066914498,0.6208178439
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.166,0.214,0.234,0.253,7,1,0.8458498024,0.6561264822
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.178,0.233,0.253,0.284,7,1,0.8204225352,0.6267605634
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.213,0.282,0.314,0.346,7,1,0.8150289017,0.6156069364
RP BS,Regent's Park,Baker Street,6,Bakerloo,0.201,0.268,0.295,0.329,7,1,0.8145896657,0.6109422492
BS M,Baker Street,Marylebone,5,Bakerloo,0.208,0.278,0.307,0.346,7,1,0.8034682081,0.6011560694
BS M,Baker Street,Marylebone,5,Bakerloo,0.161,0.211,0.234,0.262,7,1,0.8053435115,0.6145038168
BS M,Baker Street,Marylebone,5,Bakerloo,0.155,0.203,0.225,0.25,7,1,0.812,0.62
BS M,Baker Street,Marylebone,5,Bakerloo,0.168,0.22,0.242,0.263,7,1,0.8365019011,0.63878327
BS M,Baker Street,Marylebone,5,Bakerloo,0.156,0.205,0.224,0.242,7,1,0.847107438,0.6446280992
BS M,Baker Street,Marylebone,5,Bakerloo,0.18,0.238,0.267,0.293,7,1,0.8122866894,0.614334471
M ER,Marylebone,Edgware Road,4,Bakerloo,0.187,0.255,0.285,0.318,7,1,0.8018867925,0.5880503145
M ER,Marylebone,Edgware Road,4,Bakerloo,0.185,0.247,0.277,0.307,7,1,0.8045602606,0.6026058632
M ER,Marylebone,Edgware Road,4,Bakerloo,0.181,0.241,0.27,0.303,7,1,0.795379538,0.597359736
M ER,Marylebone,Edgware Road,4,Bakerloo,0.18,0.241,0.267,0.302,7,1,0.798013245,0.5960264901
M ER,Marylebone,Edgware Road,4,Bakerloo,0.193,0.26,0.288,0.321,7,1,0.8099688474,0.6012461059
M ER,Marylebone,Edgware Road,4,Bakerloo,0.19,0.255,0.285,0.31,7,1,0.8225806452,0.6129032258
M ER,Marylebone,Edgware Road,4,Bakerloo,0.197,0.266,0.295,0.321,7,1,0.8286604361,0.6137071651
M ER,Marylebone,Edgware Road,4,Bakerloo,0.216,0.292,0.325,0.366,7,1,0.7978142077,0.5901639344
M ER,Marylebone,Edgware Road,4,Bakerloo,0.226,0.307,0.346,0.388,7,1,0.7912371134,0.5824742268
M ER,Marylebone,Edgware Road,4,Bakerloo,0.245,0.331,0.367,0.41,7,1,0.8073170732,0.5975609756
M ER,Marylebone,Edgware Road,4,Bakerloo,0.244,0.332,0.371,0.416,7,1,0.7980769231,0.5865384615
M ER,Marylebone,Edgware Road,4,Bakerloo,0.242,0.324,0.365,0.412,7,1,0.786407767,0.5873786408
ER P,Edgware Road,Paddington,3,Bakerloo,0.208,0.279,0.306,0.336,7,1,0.8303571429,0.619047619
ER P,Edgware Road,Paddington,3,Bakerloo,0.236,0.32,0.357,0.388,7,1,0.824742268,0.6082474227
ER P,Edgware Road,Paddington,3,Bakerloo,0.24,0.323,0.359,0.397,7,1,0.8136020151,0.604534005
ER P,Edgware Road,Paddington,3,Bakerloo,0.241,0.328,0.364,0.409,7,1,0.8019559902,0.5892420538
ER P,Edgware Road,Paddington,3,Bakerloo,0.241,0.325,0.362,0.399,7,1,0.8145363409,0.6040100251
ER P,Edgware Road,Paddington,3,Bakerloo,0.256,0.347,0.385,0.43,7,1,0.8069767442,0.5953488372
ER P,Edgware Road,Paddington,3,Bakerloo,0.228,0.312,0.347,0.383,7,1,0.8146214099,0.5953002611
ER P,Edgware Road,Paddington,3,Bakerloo,0.22,0.296,0.329,0.368,7,1,0.8043478261,0.597826087
ER P,Edgware Road,Paddington,3,Bakerloo,0.208,0.281,0.312,0.338,7,1,0.8313609467,0.6153846154
ER P,Edgware Road,Paddington,3,Bakerloo,0.22,0.298,0.328,0.36,7,1,0.8277777778,0.6111111111
ER P,Edgware Road,Paddington,3,Bakerloo,0.215,0.294,0.325,0.356,7,1,0.8258426966,0.6039325843
ER P,Edgware Road,Paddington,3,Bakerloo,0.216,0.292,0.326,0.356,7,1,0.8202247191,0.606741573
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.231,0.313,0.347,0.38,7,1,0.8236842105,0.6078947368
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.234,0.316,0.353,0.393,7,1,0.8040712468,0.5954198473
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.232,0.313,0.351,0.382,7,1,0.8193717277,0.6073298429
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.229,0.309,0.344,0.385,7,1,0.8025974026,0.5948051948
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.237,0.319,0.358,0.393,7,1,0.8117048346,0.6030534351
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.231,0.314,0.351,0.384,7,1,0.8177083333,0.6015625
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.23,0.314,0.35,0.383,7,1,0.819843342,0.6005221932
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.225,0.306,0.34,0.377,7,1,0.8116710875,0.5968169761
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.225,0.305,0.338,0.371,7,1,0.8221024259,0.6064690027
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.222,0.303,0.336,0.377,7,1,0.8037135279,0.5888594164
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.222,0.302,0.335,0.368,7,1,0.8206521739,0.6032608696
P WA,Paddington,Warwick Avenue,2,Bakerloo,0.231,0.309,0.343,0.376,7,1,0.8218085106,0.6143617021
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.231,0.313,0.348,0.386,7,1,0.810880829,0.5984455959
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.225,0.304,0.335,0.371,7,1,0.8194070081,0.6064690027
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.23,0.311,0.341,0.375,7,1,0.8293333333,0.6133333333
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.239,0.325,0.361,0.403,7,1,0.8064516129,0.5930521092
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.253,0.347,0.386,0.431,7,1,0.8051044084,0.5870069606
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.248,0.339,0.38,0.422,7,1,0.8033175355,0.5876777251
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.237,0.325,0.361,0.406,7,1,0.8004926108,0.5837438424
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.23,0.314,0.351,0.392,7,1,0.8010204082,0.5867346939
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.22,0.302,0.337,0.364,7,1,0.8296703297,0.6043956044
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.231,0.314,0.346,0.374,7,1,0.8395721925,0.6176470588
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.231,0.315,0.35,0.387,7,1,0.8139534884,0.5968992248
WA MV,Warwick Avenue,Maida Vale,1,Bakerloo,0.243,0.329,0.369,0.412,7,1,0.7985436893,0.5898058252
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.238,0.327,0.364,0.404,7,1,0.8094059406,0.5891089109
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.218,0.296,0.33,0.375,7,1,0.7893333333,0.5813333333
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.217,0.292,0.325,0.361,7,1,0.8088642659,0.6011080332
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.21,0.284,0.316,0.344,7,1,0.8255813953,0.6104651163
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.211,0.285,0.317,0.348,7,1,0.8189655172,0.6063218391
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.219,0.297,0.327,0.36,7,1,0.825,0.6083333333
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.215,0.287,0.316,0.359,7,1,0.7994428969,0.5988857939
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.215,0.285,0.315,0.342,7,1,0.8333333333,0.6286549708
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.22,0.293,0.325,0.362,7,1,0.8093922652,0.6077348066
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.21,0.283,0.314,0.347,7,1,0.8155619597,0.6051873199
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.201,0.271,0.298,0.325,7,1,0.8338461538,0.6184615385
MV KP,Maida Vale,Kilburn Park,0,Bakerloo,0.181,0.242,0.268,0.297,7,1,0.8148148148,0.6094276094
TH AE,Ignore,Ignore,0,Shallow Lines,0.055,0.064,0.067,0.071,8,0,0.9014084507,0.7746478873
TH AE,Ignore,Ignore,0,Shallow Lines,0.056,0.065,0.067,0.07,8,0,0.9285714286,0.8
TH AE,Ignore,Ignore,0,Shallow Lines,0.052,0.06,0.062,0.064,8,0,0.9375,0.8125
TH AE,Ignore,Ignore,0,Shallow Lines,0.055,0.063,0.067,0.069,8,0,0.9130434783,0.7971014493
TH AE,Ignore,Ignore,0,Shallow Lines,0.052,0.06,0.061,0.064,8,0,0.9375,0.8125
TH AE,Ignore,Ignore,0,Shallow Lines,0.051,0.059,0.061,0.062,8,0,0.9516129032,0.8225806452
TH AE,Ignore,Ignore,0,Shallow Lines,0.052,0.06,0.061,0.062,8,0,0.9677419355,0.8387096774
TH AE,Ignore,Ignore,0,Shallow Lines,0.053,0.06,0.061,0.064,8,0,0.9375,0.828125
TH AE,Ignore,Ignore,0,Shallow Lines,0.051,0.058,0.06,0.062,8,0,0.935483871,0.8225806452
TH AE,Ignore,Ignore,0,Shallow Lines,0.046,0.053,0.054,0.054,8,0,0.9814814815,0.8518518519
TH AE,Ignore,Ignore,0,Shallow Lines,0.045,0.053,0.055,0.057,8,0,0.9298245614,0.7894736842
TH AE,Ignore,Ignore,0,Shallow Lines,0.041,0.048,0.05,0.058,8,0,0.8275862069,0.7068965517
BS GP,Ignore,Ignore,1,Shallow Lines,0.008,0.009,0.009,0.009,8,0,1,0.8888888889
BS GP,Ignore,Ignore,1,Shallow Lines,0.01,0.011,0.011,0.012,8,0,0.9166666667,0.8333333333
BS GP,Ignore,Ignore,1,Shallow Lines,0.008,0.009,0.009,0.011,8,0,0.8181818182,0.7272727273
BS GP,Ignore,Ignore,1,Shallow Lines,0.009,0.01,0.01,0.012,8,0,0.8333333333,0.75
BS GP,Ignore,Ignore,1,Shallow Lines,0.009,0.01,0.011,0.013,8,0,0.7692307692,0.6923076923
BS GP,Ignore,Ignore,1,Shallow Lines,0.009,0.01,0.01,0.011,8,0,0.9090909091,0.8181818182
BS GP,Ignore,Ignore,1,Shallow Lines,0.008,0.009,0.009,0.01,8,0,0.9,0.8
BS GP,Ignore,Ignore,1,Shallow Lines,0.009,0.01,0.011,0.011,8,0,0.9090909091,0.8181818182
BS GP,Ignore,Ignore,1,Shallow Lines,0.009,0.01,0.01,0.013,8,0,0.7692307692,0.6923076923
BS GP,Ignore,Ignore,1,Shallow Lines,0.01,0.012,0.012,0.014,8,0,0.8571428571,0.7142857143
BS GP,Ignore,Ignore,1,Shallow Lines,0.014,0.017,0.018,0.021,8,0,0.8095238095,0.6666666667
BS GP,Ignore,Ignore,1,Shallow Lines,0.019,0.022,0.024,0.028,8,0,0.7857142857,0.6785714286
BS GP,Ignore,Ignore,1,Shallow Lines,0.015,0.018,0.02,0.023,8,0,0.7826086957,0.652173913
BS GP,Ignore,Ignore,1,Shallow Lines,0.017,0.021,0.022,0.027,8,0,0.7777777778,0.6296296296
BS GP,Ignore,Ignore,1,Shallow Lines,0.017,0.021,0.023,0.026,8,0,0.8076923077,0.6538461538
BS GP,Ignore,Ignore,1,Shallow Lines,0.019,0.023,0.024,0.027,8,0,0.8518518519,0.7037037037
BS GP,Ignore,Ignore,1,Shallow Lines,0.02,0.024,0.027,0.03,8,0,0.8,0.6666666667
BS GP,Ignore,Ignore,1,Shallow Lines,0.02,0.024,0.025,0.03,8,0,0.8,0.6666666667
BS GP,Ignore,Ignore,1,Shallow Lines,0.018,0.022,0.023,0.024,8,0,0.9166666667,0.75
BS GP,Ignore,Ignore,1,Shallow Lines,0.02,0.024,0.025,0.031,8,0,0.7741935484,0.6451612903
BS GP,Ignore,Ignore,1,Shallow Lines,0.02,0.024,0.025,0.026,8,0,0.9230769231,0.7692307692
BS GP,Ignore,Ignore,1,Shallow Lines,0.023,0.028,0.031,0.032,8,0,0.875,0.71875
BS GP,Ignore,Ignore,1,Shallow Lines,0.024,0.029,0.031,0.032,8,0,0.90625,0.75
BS GP,Ignore,Ignore,1,Shallow Lines,0.025,0.031,0.033,0.037,8,0,0.8378378378,0.6756756757
BS GP,Ignore,Ignore,1,Shallow Lines,0.024,0.03,0.033,0.037,8,0,0.8108108108,0.6486486486
BS GP,Ignore,Ignore,1,Shallow Lines,0.023,0.028,0.03,0.031,8,0,0.9032258065,0.7419354839
BS GP,Ignore,Ignore,1,Shallow Lines,0.024,0.029,0.031,0.034,8,0,0.8529411765,0.7058823529
BS GP,Ignore,Ignore,1,Shallow Lines,0.026,0.031,0.033,0.038,8,0,0.8157894737,0.6842105263
BS GP,Ignore,Ignore,1,Shallow Lines,0.024,0.029,0.031,0.033,8,0,0.8787878788,0.7272727273
BS GP,Ignore,Ignore,1,Shallow Lines,0.022,0.028,0.029,0.034,8,0,0.8235294118,0.6470588235
GP ES,Ignore,Ignore,1,Shallow Lines,0.024,0.028,0.029,0.031,8,0,0.9032258065,0.7741935484
GP ES,Ignore,Ignore,1,Shallow Lines,0.026,0.03,0.031,0.034,8,0,0.8823529412,0.7647058824
GP ES,Ignore,Ignore,1,Shallow Lines,0.025,0.029,0.031,0.033,8,0,0.8787878788,0.7575757576
GP ES,Ignore,Ignore,1,Shallow Lines,0.028,0.033,0.034,0.036,8,0,0.9166666667,0.7777777778
GP ES,Ignore,Ignore,1,Shallow Lines,0.026,0.031,0.032,0.036,8,0,0.8611111111,0.7222222222
GP ES,Ignore,Ignore,1,Shallow Lines,0.028,0.032,0.033,0.035,8,0,0.9142857143,0.8
GP ES,Ignore,Ignore,1,Shallow Lines,0.027,0.032,0.033,0.033,8,0,0.9696969697,0.8181818182
GP ES,Ignore,Ignore,1,Shallow Lines,0.029,0.034,0.035,0.039,8,0,0.8717948718,0.7435897436
GP ES,Ignore,Ignore,1,Shallow Lines,0.03,0.035,0.036,0.036,8,0,0.9722222222,0.8333333333
GP ES,Ignore,Ignore,1,Shallow Lines,0.03,0.036,0.037,0.039,8,0,0.9230769231,0.7692307692
GP ES,Ignore,Ignore,1,Shallow Lines,0.037,0.044,0.046,0.048,8,0,0.9166666667,0.7708333333
GP ES,Ignore,Ignore,1,Shallow Lines,0.045,0.054,0.057,0.062,8,0,0.8709677419,0.7258064516
GP ES,Ignore,Ignore,1,Shallow Lines,0.044,0.053,0.056,0.06,8,0,0.8833333333,0.7333333333
GP ES,Ignore,Ignore,1,Shallow Lines,0.041,0.051,0.053,0.055,8,0,0.9272727273,0.7454545455
GP ES,Ignore,Ignore,1,Shallow Lines,0.039,0.048,0.05,0.053,8,0,0.9056603774,0.7358490566
GP ES,Ignore,Ignore,1,Shallow Lines,0.04,0.048,0.049,0.053,8,0,0.9056603774,0.7547169811
GP ES,Ignore,Ignore,1,Shallow Lines,0.038,0.045,0.047,0.05,8,0,0.9,0.76
GP ES,Ignore,Ignore,1,Shallow Lines,0.038,0.045,0.046,0.048,8,0,0.9375,0.7916666667
ES KC,Ignore,Ignore,0,Shallow Lines,0.041,0.049,0.05,0.052,8,0,0.9423076923,0.7884615385
ES KC,Ignore,Ignore,0,Shallow Lines,0.037,0.043,0.044,0.045,8,0,0.9555555556,0.8222222222
ES KC,Ignore,Ignore,0,Shallow Lines,0.037,0.043,0.045,0.047,8,0,0.914893617,0.7872340426
ES KC,Ignore,Ignore,0,Shallow Lines,0.038,0.044,0.046,0.05,8,0,0.88,0.76
ES KC,Ignore,Ignore,0,Shallow Lines,0.04,0.047,0.049,0.049,8,0,0.9591836735,0.8163265306
ES KC,Ignore,Ignore,0,Shallow Lines,0.045,0.052,0.053,0.055,8,0,0.9454545455,0.8181818182
M LS,Ignore,Ignore,0,Shallow Lines,0.019,0.021,0.021,0.022,8,0,0.9545454545,0.8636363636
M LS,Ignore,Ignore,0,Shallow Lines,0.019,0.022,0.023,0.024,8,0,0.9166666667,0.7916666667
M LS,Ignore,Ignore,0,Shallow Lines,0.019,0.021,0.022,0.022,8,0,0.9545454545,0.8636363636
M LS,Ignore,Ignore,0,Shallow Lines,0.019,0.021,0.021,0.022,8,0,0.9545454545,0.8636363636
M LS,Ignore,Ignore,0,Shallow Lines,0.019,0.022,0.022,0.022,8,0,1,0.8636363636
M LS,Ignore,Ignore,0,Shallow Lines,0.02,0.023,0.024,0.026,8,0,0.8846153846,0.7692307692
M LS,Ignore,Ignore,0,Shallow Lines,0.021,0.023,0.023,0.025,8,0,0.92,0.84
M LS,Ignore,Ignore,0,Shallow Lines,0.026,0.031,0.033,0.041,8,0,0.756097561,0.6341463415
M LS,Ignore,Ignore,0,Shallow Lines,0.025,0.03,0.031,0.034,8,0,0.8823529412,0.7352941176
TH M,Ignore,Ignore,0,Shallow Lines,0.029,0.035,0.038,0.045,8,0,0.7777777778,0.6444444444
TH M,Ignore,Ignore,0,Shallow Lines,0.031,0.036,0.039,0.047,8,0,0.7659574468,0.6595744681
TH M,Ignore,Ignore,0,Shallow Lines,0.036,0.042,0.044,0.051,8,0,0.8235294118,0.7058823529
TH M,Ignore,Ignore,0,Shallow Lines,0.039,0.045,0.048,0.066,8,0,0.6818181818,0.5909090909
TH M,Ignore,Ignore,0,Shallow Lines,0.037,0.043,0.047,0.059,8,0,0.7288135593,0.6271186441
TH M,Ignore,Ignore,0,Shallow Lines,0.033,0.039,0.04,0.052,8,0,0.75,0.6346153846
TH M,Ignore,Ignore,0,Shallow Lines,0.031,0.037,0.039,0.044,8,0,0.8409090909,0.7045454545
TH M,Ignore,Ignore,0,Shallow Lines,0.045,0.055,0.06,0.068,8,0,0.8088235294,0.6617647059
TH M,Ignore,Ignore,0,Shallow Lines,0.041,0.05,0.054,0.058,8,0,0.8620689655,0.7068965517
TH M,Ignore,Ignore,0,Shallow Lines,0.045,0.054,0.059,0.064,8,0,0.84375,0.703125
TH M,Ignore,Ignore,0,Shallow Lines,0.049,0.061,0.064,0.071,8,0,0.8591549296,0.6901408451
TH M,Ignore,Ignore,0,Shallow Lines,0.044,0.053,0.056,0.061,8,0,0.868852459,0.7213114754
M CS,Ignore,Ignore,1,Shallow Lines,0.041,0.05,0.052,0.055,8,0,0.9090909091,0.7454545455
M CS,Ignore,Ignore,1,Shallow Lines,0.041,0.049,0.052,0.056,8,0,0.875,0.7321428571
M CS,Ignore,Ignore,1,Shallow Lines,0.042,0.05,0.052,0.058,8,0,0.8620689655,0.724137931
M CS,Ignore,Ignore,1,Shallow Lines,0.042,0.05,0.053,0.056,8,0,0.8928571429,0.75
M CS,Ignore,Ignore,1,Shallow Lines,0.042,0.05,0.052,0.054,8,0,0.9259259259,0.7777777778
M CS,Ignore,Ignore,1,Shallow Lines,0.041,0.049,0.051,0.053,8,0,0.9245283019,0.7735849057
M CS,Ignore,Ignore,1,Shallow Lines,0.041,0.048,0.051,0.054,8,0,0.8888888889,0.7592592593
M CS,Ignore,Ignore,1,Shallow Lines,0.042,0.048,0.05,0.051,8,0,0.9411764706,0.8235294118
M CS,Ignore,Ignore,1,Shallow Lines,0.043,0.05,0.052,0.056,8,0,0.8928571429,0.7678571429
M CS,Ignore,Ignore,1,Shallow Lines,0.047,0.056,0.058,0.06,8,0,0.9333333333,0.7833333333
M CS,Ignore,Ignore,1,Shallow Lines,0.05,0.06,0.062,0.067,8,0,0.8955223881,0.7462686567
M CS,Ignore,Ignore,1,Shallow Lines,0.048,0.058,0.062,0.064,8,0,0.90625,0.75
CS MH,Ignore,Ignore,2,Shallow Lines,0.047,0.056,0.059,0.061,8,0,0.9180327869,0.7704918033
CS MH,Ignore,Ignore,2,Shallow Lines,0.044,0.052,0.054,0.056,8,0,0.9285714286,0.7857142857
CS MH,Ignore,Ignore,2,Shallow Lines,0.052,0.063,0.065,0.071,8,0,0.8873239437,0.7323943662
CS MH,Ignore,Ignore,2,Shallow Lines,0.057,0.067,0.07,0.078,8,0,0.858974359,0.7307692308
CS MH,Ignore,Ignore,2,Shallow Lines,0.063,0.074,0.078,0.106,8,0,0.6981132075,0.5943396226
CS MH,Ignore,Ignore,2,Shallow Lines,0.063,0.073,0.079,0.107,8,0,0.6822429907,0.5887850467
MH B,Ignore,Ignore,3,Shallow Lines,0.043,0.051,0.053,0.059,8,0,0.8644067797,0.7288135593
MH B,Ignore,Ignore,3,Shallow Lines,0.045,0.053,0.056,0.058,8,0,0.9137931034,0.775862069
MH B,Ignore,Ignore,3,Shallow Lines,0.047,0.055,0.057,0.059,8,0,0.9322033898,0.7966101695
MH B,Ignore,Ignore,3,Shallow Lines,0.046,0.055,0.058,0.06,8,0,0.9166666667,0.7666666667
MH B,Ignore,Ignore,3,Shallow Lines,0.046,0.054,0.056,0.057,8,0,0.9473684211,0.8070175439
MH B,Ignore,Ignore,3,Shallow Lines,0.045,0.053,0.055,0.057,8,0,0.9298245614,0.7894736842
B T,Ignore,Ignore,4,Shallow Lines,0.052,0.061,0.065,0.068,8,0,0.8970588235,0.7647058824
B T,Ignore,Ignore,4,Shallow Lines,0.066,0.076,0.082,0.11,8,0,0.6909090909,0.6
B T,Ignore,Ignore,4,Shallow Lines,0.052,0.06,0.063,0.073,8,0,0.8219178082,0.7123287671
B T,Ignore,Ignore,4,Shallow Lines,0.055,0.064,0.072,0.104,8,0,0.6153846154,0.5288461538
B T,Ignore,Ignore,4,Shallow Lines,0.056,0.065,0.067,0.073,8,0,0.8904109589,0.7671232877
B T,Ignore,Ignore,4,Shallow Lines,0.051,0.059,0.062,0.064,8,0,0.921875,0.796875
B T,Ignore,Ignore,4,Shallow Lines,0.049,0.058,0.061,0.068,8,0,0.8529411765,0.7205882353
B T,Ignore,Ignore,4,Shallow Lines,0.06,0.068,0.071,0.081,8,0,0.8395061728,0.7407407407
B T,Ignore,Ignore,4,Shallow Lines,0.046,0.055,0.057,0.061,8,0,0.9016393443,0.7540983607
B T,Ignore,Ignore,4,Shallow Lines,0.056,0.064,0.068,0.095,8,0,0.6736842105,0.5894736842
T E,Ignore,Ignore,3,Shallow Lines,0.052,0.059,0.062,0.07,8,0,0.8428571429,0.7428571429
T E,Ignore,Ignore,3,Shallow Lines,0.043,0.05,0.052,0.056,8,0,0.8928571429,0.7678571429
T E,Ignore,Ignore,3,Shallow Lines,0.043,0.049,0.051,0.055,8,0,0.8909090909,0.7818181818
T E,Ignore,Ignore,3,Shallow Lines,0.045,0.051,0.053,0.055,8,0,0.9272727273,0.8181818182
T E,Ignore,Ignore,3,Shallow Lines,0.047,0.054,0.056,0.071,8,0,0.7605633803,0.661971831
E W,Ignore,Ignore,2,Shallow Lines,0.045,0.053,0.054,0.061,8,0,0.868852459,0.737704918
E W,Ignore,Ignore,2,Shallow Lines,0.047,0.055,0.058,0.061,8,0,0.9016393443,0.7704918033
E W,Ignore,Ignore,2,Shallow Lines,0.057,0.068,0.072,0.08,8,0,0.85,0.7125
E W,Ignore,Ignore,2,Shallow Lines,0.06,0.073,0.075,0.079,8,0,0.9240506329,0.7594936709
E W,Ignore,Ignore,2,Shallow Lines,0.058,0.07,0.073,0.076,8,0,0.9210526316,0.7631578947
E W,Ignore,Ignore,2,Shallow Lines,0.054,0.064,0.067,0.073,8,0,0.8767123288,0.7397260274
E W,Ignore,Ignore,2,Shallow Lines,0.055,0.066,0.069,0.077,8,0,0.8571428571,0.7142857143
E W,Ignore,Ignore,2,Shallow Lines,0.068,0.079,0.085,0.107,8,0,0.738317757,0.6355140187
E W,Ignore,Ignore,2,Shallow Lines,0.049,0.058,0.061,0.064,8,0,0.90625,0.765625
E W,Ignore,Ignore,2,Shallow Lines,0.059,0.07,0.072,0.076,8,0,0.9210526316,0.7763157895
E W,Ignore,Ignore,2,Shallow Lines,0.056,0.067,0.069,0.077,8,0,0.8701298701,0.7272727273
E W,Ignore,Ignore,2,Shallow Lines,0.053,0.064,0.067,0.07,8,0,0.9142857143,0.7571428571
W SJ,Ignore,Ignore,1,Shallow Lines,0.056,0.067,0.071,0.077,8,0,0.8701298701,0.7272727273
W SJ,Ignore,Ignore,1,Shallow Lines,0.055,0.065,0.069,0.073,8,0,0.8904109589,0.7534246575
W SJ,Ignore,Ignore,1,Shallow Lines,0.051,0.061,0.063,0.068,8,0,0.8970588235,0.75
W SJ,Ignore,Ignore,1,Shallow Lines,0.054,0.064,0.066,0.071,8,0,0.9014084507,0.7605633803
W SJ,Ignore,Ignore,1,Shallow Lines,0.056,0.066,0.069,0.072,8,0,0.9166666667,0.7777777778
W SJ,Ignore,Ignore,1,Shallow Lines,0.066,0.077,0.081,0.097,8,0,0.793814433,0.6804123711
W SJ,Ignore,Ignore,1,Shallow Lines,0.055,0.065,0.068,0.07,8,0,0.9285714286,0.7857142857
